file,status,error,chips
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-08-08_W008_P1-FOUNDATION_TRANS-INTEL_SummerProgramStrategyandncwitAppStorytel.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-15_W077_P4-SUMMER_TRANS-INTEL_UscSupplementalShortanswersMastery.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-21_W034_P2-BUILDING_TRANS-INTEL_CmuEssaysFinalizationandnationalLeadersh.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-20_W039_P2-BUILDING_TRANS-INTEL_PostKwkCelebrationandcommonappPlanning.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-17_W078_P4-SUMMER_TRANS-INTEL_UscEssayDifferentiationandnarrativeDevel.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-06_W048_P3-JUNIOR_TRANS-INTEL_ScalingImpactThroughMarketingandteamMana.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2025-01-01_W093_P5-SENIOR_TRANS-INTEL_AppSprintnwDukeFinalEdits.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-13_W026_P2-BUILDING_TRANS-INTEL_PostNcwitCelebrationandseniorYearStrateg.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-11_W082_P5-SENIOR_TRANS-INTEL_CssProfileCompletionandfinancialAidStrat.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-09_W066_P4-SUMMER_TRANS-INTEL_PeachFuzzCommonappEssayandactivitiesList.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-07_W073_P4-SUMMER_TRANS-INTEL_CommonappPersonalstmtFinalization.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-16_W027_P2-BUILDING_TRANS-INTEL_NotreDameLeadershipSeminarAppandstrategi.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-31_W059_P3-JUNIOR_TRANS-INTEL_CommonappEssayRevolutionfromGamingGuilt.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-09_W074_P4-SUMMER_TRANS-INTEL_CommonappPersonalstmtanduncEssaysRefinem.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-20_W084_P5-SENIOR_TRANS-INTEL_UcessaysglitterPensMetaphorandeducationa.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-09-06_W011_P1-FOUNDATION_TRANS-INTEL_NcwitAppDevelopmentandmotherInspiringJou.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-02_W047_P3-JUNIOR_TRANS-INTEL_CollegeAppFormalKickoffandmajorSelection.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-27_W058_P3-JUNIOR_TRANS-INTEL_SeniorYearStrategyandcommonappEssayPivot.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-12_W075_P4-SUMMER_TRANS-INTEL_CommonappEssayFinalizationParentandaiFee.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-12-10_W021_P2-BUILDING_TRANS-INTEL_BankAmericaEssayRefinementandfinalsWeek.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-22_W079_P5-SENIOR_TRANS-INTEL_StanfordReaFinalReviewanduscEssay.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-08-21_W062_P3-JUNIOR_TRANS-INTEL_PostJcampIdentityCrystallizationandneura.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-09-23_W010_P1-FOUNDATION_TRANS-INTEL_MsaCrisisNcwitEssayBreakthroughandmit.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-21_W001_P1-FOUNDATION_TRANS-INTEL_HudaJennyGamePlanGmt20230728.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-30_W068_P4-SUMMER_TRANS-INTEL_MajorCommonappEssayPivotandgamingIdentit.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-11_W042_P3-JUNIOR_TRANS-INTEL_JcampAcceptanceCelebrationandstrategicEx.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-12-31_W090_P5-SENIOR_TRANS-INTEL_MitMockInterviewPreparation.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-16_W018_P2-BUILDING_TRANS-INTEL_BrutallyHonestAssessmentCrisisandadmissi.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-02_W069_P4-SUMMER_TRANS-INTEL_UscEssaysandappStrategy.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-08-23_W063_P3-JUNIOR_TRANS-INTEL_TeacherRecommenderFormsandadvancedEssayD.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-13_W014_P2-BUILDING_TRANS-INTEL_PalestineCrisisAcknowledgmentNcwitEssays.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-26_W035_P2-BUILDING_TRANS-INTEL_InitiativeUpdatesNcwitPublicityandfinanc.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-27_W080_P5-SENIOR_TRANS-INTEL_StanfordReaSubmissionanduscFinalPolish.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-27_W055_P3-JUNIOR_TRANS-INTEL_HackathonSponsorshipVictoryandpreLondonP.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-16_W083_P5-SENIOR_TRANS-INTEL_UcessaysnostalgicFuturistandeducationalB.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-26_W003_P1-FOUNDATION_TRANS-INTEL_168hourFrameworkImplementationandgoalSet.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-05_W041_P3-JUNIOR_TRANS-INTEL_CameronImpactEssaysandsynthoriaDistribut.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-16_W067_P4-SUMMER_TRANS-INTEL_StanfordAppEssaysDeepDive.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-24_W057_P3-JUNIOR_TRANS-INTEL_essays_transcript.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-05-03_W046_P3-JUNIOR_TRANS-INTEL_GamesChangeFinalistCelebrationandpalesti.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-18_W052_P3-JUNIOR_TRANS-INTEL_AppTimelineArchitectureandfreelanceDevel.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-08-27_W064_P3-JUNIOR_TRANS-INTEL_Week095SeniorYearScholarship.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-01_W013_P2-BUILDING_TRANS-INTEL_WeekSatMathIntensiveSession.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-07-07_W005_P1-FOUNDATION_TRANS-INTEL_NavianceSchoolDataAnalysisandmultiProjec.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-09-15_W012_P1-FOUNDATION_TRANS-INTEL_NcwitEssaySurgeryfromParentStory.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-25_W088_P5-SENIOR_TRANS-INTEL_UcessayFinalPolishandmitSupplementalFram.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-20_W087_P5-SENIOR_TRANS-INTEL_UcessayRefinementandcollegeListFinalizat.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-21_W085_P5-SENIOR_TRANS-INTEL_UccreativeEssayAustinSubmissionandmitBra.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-05_W070_P4-SUMMER_TRANS-INTEL_UcessaysReviewandstrategicConsolidation.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-26_W002_P1-FOUNDATION_TRANS-INTEL_168hourCoachingFrameworkIntroduction.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-07_W060_P3-JUNIOR_TRANS-INTEL_WeekStrategicPlanningandpersonalBrandDev.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-14_W043_P3-JUNIOR_TRANS-INTEL_BreakthroughChallengeandtoolkitDistribut.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-02_W065_P3-JUNIOR_TRANS-INTEL_EarlyDecisionStrategicPivotanddisneyDrea.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-10_W020_P2-BUILDING_TRANS-INTEL_BankAmericaStudentLeadersApp.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-21_W053_P3-JUNIOR_TRANS-INTEL_AwardsCrisisManagementandgovernmentInter.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-12-17_W023_P2-BUILDING_TRANS-INTEL_ApushPerfectScoreandbankAmericaEssay.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-12-11_W022_P2-BUILDING_TRANS-INTEL_BankAmericaEssayRefinementandacademicVic.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-09-09_W009_P1-FOUNDATION_TRANS-INTEL_ProjectManagement.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-09_W019_P2-BUILDING_TRANS-INTEL_SatMathDeepDiveandscholarshipStrategy.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-29_W081_P5-SENIOR_TRANS-INTEL_UiucessaysandstrategicScholarshipApps.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-06_W071_P4-SUMMER_TRANS-INTEL_StanfordSupplementalEssaysDeepRefinement.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-23_W015_P2-BUILDING_TRANS-INTEL_SatScoreCrisisNcwitEssay.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-15_W061_P3-JUNIOR_TRANS-INTEL_EmpowherHacksVictoryandpostLondonDebrief.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-28_W031_P2-BUILDING_TRANS-INTEL_JcampAppandstrategicRelationshipBuilding.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-01_W076_P4-SUMMER_TRANS-INTEL_CommonappGamingEssayRefinementandstanfor.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-30_W030_P2-BUILDING_TRANS-INTEL_FolkliftPlatformEvolutionandmultipleAppM.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-12_W050_P3-JUNIOR_TRANS-INTEL_UscCampusVisitDebriefandmajorPivot.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-20_W028_P2-BUILDING_TRANS-INTEL_NotreDameAppFinalPush.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-08-05_W006_P1-FOUNDATION_TRANS-INTEL_FirstWeekReviewGoalSettingandsat.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-15_W040_P3-JUNIOR_TRANS-INTEL_SpringBreakStrategicPlanningandawardPipe.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-06_W017_P2-BUILDING_TRANS-INTEL_PsatScoreAnalysisandintensiveSatMath.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-29_W056_P3-JUNIOR_TRANS-INTEL_PreLondonStrategicOutreachandplatformDis.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-23_W029_P2-BUILDING_TRANS-INTEL_PostNotreDameSubmissionSupport.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-05-14_W045_P3-JUNIOR_TRANS-INTEL_SummerArchitectureand10SpotStrategyDevel.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-15_W016_P2-BUILDING_TRANS-INTEL_SatReadingStrategyDeepDive.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-06_W024_P2-BUILDING_TRANS-INTEL_StrategicCollegeandmajorSelectionSession.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-26_W004_W004.5_P1-FOUNDATION_TRANS-INTEL_StrategicProfileAssessmentandessayDevelo.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-09_W025_P2-BUILDING_TRANS-INTEL_BankAmericaStudentLeadersApp.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-08-02_W007_P1-FOUNDATION_TRANS-INTEL_168hourFrameworktimeArchitectureandstrat.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-10_W033_P2-BUILDING_TRANS-INTEL_CmuPreCollegeEssaysandncwitBay.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-06_W072_P4-SUMMER_TRANS-INTEL_StanfordEssaysRefinementParentFeedback.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-27_W086_P5-SENIOR_TRANS-INTEL_MitEssaysandupennDigitalMediaDesign.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-03_W032_P2-BUILDING_TRANS-INTEL_CmuPreCollegeProgramEssay.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-17_W044_P3-JUNIOR_TRANS-INTEL_SatVictoryCelebrationandstrategicConsoli.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-10_W038_P2-BUILDING_TRANS-INTEL_EssayDevelopmentandappSprint.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-24_W054_P3-JUNIOR_TRANS-INTEL_TeenVoguePitchDevelopmentandextracurricu.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-05_W037_P2-BUILDING_TRANS-INTEL_PostGiftTeacherRelationsandreaganAward.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-08_W049_P3-JUNIOR_TRANS-INTEL_UcsystemMajorMappingandscholarshipDataba.json,OK,-,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-12-03_W091_P5-SENIOR_TRANS-INTEL_UpennThankYouNoteandcmuStrategy.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-09-01_W065-077_P4P5-SUMMER-SENIOR_IMSG-INTEL_ApplicationIntensity.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2023-09-01_W009-022_P1P2-FOUNDATION-BUILDING_IMSG-INTEL_EmotionalEvolution.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2023-08-01_W006-008_P1-FOUNDATION_IMSG-INTEL_InitialTrustBuilding.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-10-01_W076-090_P5-SENIOR_IMSG-INTEL_ApplicationClimax.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2023-06-01_W001-093_P1P5-COMPLETE_IMSG-INTEL_3YearSynthesis.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-05-01_W044-061_P3-JUNIOR_IMSG-INTEL_SummerTransformation.json,OK,-,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-03-01_W032-038_P2P3-BUILDING-JUNIOR_IMSG-INTEL_RejectionAlchemy.json,OK,-,1
