file,status,text_source,text_len,chunks
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-21_W001_P1-FOUNDATION_TRANS-INTEL_HudaJennyGamePlanGmt20230728.json,OK,text,9261,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-30_W068_P4-SUMMER_TRANS-INTEL_MajorCommonappEssayPivotandgamingIdentit.json,OK,text,12678,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-11_W042_P3-JUNIOR_TRANS-INTEL_JcampAcceptanceCelebrationandstrategicEx.json,OK,text,15368,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-12-31_W090_P5-SENIOR_TRANS-INTEL_MitMockInterviewPreparation.json,OK,text,18768,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-16_W018_P2-BUILDING_TRANS-INTEL_BrutallyHonestAssessmentCrisisandadmissi.json,OK,text,13273,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-02_W069_P4-SUMMER_TRANS-INTEL_UscEssaysandappStrategy.json,OK,text,10769,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-08-23_W063_P3-JUNIOR_TRANS-INTEL_TeacherRecommenderFormsandadvancedEssayD.json,OK,text,12996,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-13_W014_P2-BUILDING_TRANS-INTEL_PalestineCrisisAcknowledgmentNcwitEssays.json,OK,text,11011,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-26_W035_P2-BUILDING_TRANS-INTEL_InitiativeUpdatesNcwitPublicityandfinanc.json,OK,text,11793,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-27_W080_P5-SENIOR_TRANS-INTEL_StanfordReaSubmissionanduscFinalPolish.json,OK,text,14638,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-27_W055_P3-JUNIOR_TRANS-INTEL_HackathonSponsorshipVictoryandpreLondonP.json,OK,text,23217,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-16_W083_P5-SENIOR_TRANS-INTEL_UcessaysnostalgicFuturistandeducationalB.json,OK,text,15753,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-26_W003_P1-FOUNDATION_TRANS-INTEL_168hourFrameworkImplementationandgoalSet.json,OK,text,12979,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-05_W041_P3-JUNIOR_TRANS-INTEL_CameronImpactEssaysandsynthoriaDistribut.json,OK,text,17731,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-16_W067_P4-SUMMER_TRANS-INTEL_StanfordAppEssaysDeepDive.json,OK,text,12842,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-24_W057_P3-JUNIOR_TRANS-INTEL_essays_transcript.json,OK,text,9140,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-05-03_W046_P3-JUNIOR_TRANS-INTEL_GamesChangeFinalistCelebrationandpalesti.json,OK,text,14897,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-18_W052_P3-JUNIOR_TRANS-INTEL_AppTimelineArchitectureandfreelanceDevel.json,OK,text,18154,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-08-27_W064_P3-JUNIOR_TRANS-INTEL_Week095SeniorYearScholarship.json,OK,text,13211,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-01_W013_P2-BUILDING_TRANS-INTEL_WeekSatMathIntensiveSession.json,OK,text,12426,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-07-07_W005_P1-FOUNDATION_TRANS-INTEL_NavianceSchoolDataAnalysisandmultiProjec.json,OK,text,19929,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-09-15_W012_P1-FOUNDATION_TRANS-INTEL_NcwitEssaySurgeryfromParentStory.json,OK,text,13478,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-25_W088_P5-SENIOR_TRANS-INTEL_UcessayFinalPolishandmitSupplementalFram.json,OK,text,20424,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-20_W087_P5-SENIOR_TRANS-INTEL_UcessayRefinementandcollegeListFinalizat.json,OK,text,21524,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-21_W085_P5-SENIOR_TRANS-INTEL_UccreativeEssayAustinSubmissionandmitBra.json,OK,text,16088,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-05_W070_P4-SUMMER_TRANS-INTEL_UcessaysReviewandstrategicConsolidation.json,OK,text,13807,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-26_W002_P1-FOUNDATION_TRANS-INTEL_168hourCoachingFrameworkIntroduction.json,OK,text,12494,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-07_W060_P3-JUNIOR_TRANS-INTEL_WeekStrategicPlanningandpersonalBrandDev.json,OK,text,18832,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-14_W043_P3-JUNIOR_TRANS-INTEL_BreakthroughChallengeandtoolkitDistribut.json,OK,text,17899,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-09-02_W065_P3-JUNIOR_TRANS-INTEL_EarlyDecisionStrategicPivotanddisneyDrea.json,OK,text,12109,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-10_W020_P2-BUILDING_TRANS-INTEL_BankAmericaStudentLeadersApp.json,OK,text,10580,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-21_W053_P3-JUNIOR_TRANS-INTEL_AwardsCrisisManagementandgovernmentInter.json,OK,text,18655,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-12-17_W023_P2-BUILDING_TRANS-INTEL_ApushPerfectScoreandbankAmericaEssay.json,OK,text,10882,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-12-11_W022_P2-BUILDING_TRANS-INTEL_BankAmericaEssayRefinementandacademicVic.json,OK,text,14099,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-09-09_W009_P1-FOUNDATION_TRANS-INTEL_ProjectManagement.json,OK,text,11294,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-09_W019_P2-BUILDING_TRANS-INTEL_SatMathDeepDiveandscholarshipStrategy.json,OK,text,12356,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-29_W081_P5-SENIOR_TRANS-INTEL_UiucessaysandstrategicScholarshipApps.json,OK,text,15137,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-06_W071_P4-SUMMER_TRANS-INTEL_StanfordSupplementalEssaysDeepRefinement.json,OK,text,10768,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-23_W015_P2-BUILDING_TRANS-INTEL_SatScoreCrisisNcwitEssay.json,OK,text,13034,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-07-15_W061_P3-JUNIOR_TRANS-INTEL_EmpowherHacksVictoryandpostLondonDebrief.json,OK,text,20874,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-28_W031_P2-BUILDING_TRANS-INTEL_JcampAppandstrategicRelationshipBuilding.json,OK,text,13798,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-01_W076_P4-SUMMER_TRANS-INTEL_CommonappGamingEssayRefinementandstanfor.json,OK,text,12515,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-30_W030_P2-BUILDING_TRANS-INTEL_FolkliftPlatformEvolutionandmultipleAppM.json,OK,text,13133,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-12_W050_P3-JUNIOR_TRANS-INTEL_UscCampusVisitDebriefandmajorPivot.json,OK,text,17579,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-20_W028_P2-BUILDING_TRANS-INTEL_NotreDameAppFinalPush.json,OK,text,7119,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-08-05_W006_P1-FOUNDATION_TRANS-INTEL_FirstWeekReviewGoalSettingandsat.json,OK,text,12898,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-15_W040_P3-JUNIOR_TRANS-INTEL_SpringBreakStrategicPlanningandawardPipe.json,OK,text,18148,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-11-06_W017_P2-BUILDING_TRANS-INTEL_PsatScoreAnalysisandintensiveSatMath.json,OK,text,12499,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-29_W056_P3-JUNIOR_TRANS-INTEL_PreLondonStrategicOutreachandplatformDis.json,OK,text,18568,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-23_W029_P2-BUILDING_TRANS-INTEL_PostNotreDameSubmissionSupport.json,OK,text,3678,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-05-14_W045_P3-JUNIOR_TRANS-INTEL_SummerArchitectureand10SpotStrategyDevel.json,OK,text,17551,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-10-15_W016_P2-BUILDING_TRANS-INTEL_SatReadingStrategyDeepDive.json,OK,text,9981,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-06_W024_P2-BUILDING_TRANS-INTEL_StrategicCollegeandmajorSelectionSession.json,OK,text,11285,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-06-26_W004_W004.5_P1-FOUNDATION_TRANS-INTEL_StrategicProfileAssessmentandessayDevelo.json,OK,text,16689,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-01-09_W025_P2-BUILDING_TRANS-INTEL_BankAmericaStudentLeadersApp.json,OK,text,10502,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2023-08-02_W007_P1-FOUNDATION_TRANS-INTEL_168hourFrameworktimeArchitectureandstrat.json,OK,text,14274,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-10_W033_P2-BUILDING_TRANS-INTEL_CmuPreCollegeEssaysandncwitBay.json,OK,text,15432,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-10-06_W072_P4-SUMMER_TRANS-INTEL_StanfordEssaysRefinementParentFeedback.json,OK,text,12289,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-11-27_W086_P5-SENIOR_TRANS-INTEL_MitEssaysandupennDigitalMediaDesign.json,OK,text,17644,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-02-03_W032_P2-BUILDING_TRANS-INTEL_CmuPreCollegeProgramEssay.json,OK,text,18416,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-04-17_W044_P3-JUNIOR_TRANS-INTEL_SatVictoryCelebrationandstrategicConsoli.json,OK,text,18294,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-10_W038_P2-BUILDING_TRANS-INTEL_EssayDevelopmentandappSprint.json,OK,text,18016,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-24_W054_P3-JUNIOR_TRANS-INTEL_TeenVoguePitchDevelopmentandextracurricu.json,OK,text,17823,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-03-05_W037_P2-BUILDING_TRANS-INTEL_PostGiftTeacherRelationsandreaganAward.json,OK,text,16594,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-06-08_W049_P3-JUNIOR_TRANS-INTEL_UcsystemMajorMappingandscholarshipDataba.json,OK,text,15184,1
data/canonical/jenny-huda/03-Intelligence-SessionTranscripts/2024-12-03_W091_P5-SENIOR_TRANS-INTEL_UpennThankYouNoteandcmuStrategy.json,OK,text,17933,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-09-01_W065-077_P4P5-SUMMER-SENIOR_IMSG-INTEL_ApplicationIntensity.json,OK,text,5323,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2023-09-01_W009-022_P1P2-FOUNDATION-BUILDING_IMSG-INTEL_EmotionalEvolution.json,OK,text,8265,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2023-08-01_W006-008_P1-FOUNDATION_IMSG-INTEL_InitialTrustBuilding.json,OK,text,7192,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-10-01_W076-090_P5-SENIOR_IMSG-INTEL_ApplicationClimax.json,OK,text,12539,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2023-06-01_W001-093_P1P5-COMPLETE_IMSG-INTEL_3YearSynthesis.json,OK,text,10024,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-05-01_W044-061_P3-JUNIOR_IMSG-INTEL_SummerTransformation.json,OK,text,8255,1
data/canonical/jenny-huda/04-Intelligence-iMessage/2024-03-01_W032-038_P2P3-BUILDING-JUNIOR_IMSG-INTEL_RejectionAlchemy.json,OK,text,7962,1
