jtbd_id,student_id,phase,week,category,subcategory,jtbd_title,jtbd_desc,importance,status,source_type,source_title,source_date,source_file,source_link,primary_artifact_link,primary_artifact_type,artifact_1_link,artifact_1_type,artifact_2_link,artifact_2_type,tags,created_ts,updated_ts
JTBD-EXEC-PART1-B2,huda-2025,P1,8-10,execution_register,actions_tracking,Action register + asset checklist updates (B2),Consolidate owners/dues; add proof-not-prose checklist and demo cadence.,critical,done,EXEC-DOC,Execution Doc Part 1 (slice B2),2023-08-02..2024-08-30,Part1_Jenny _ Huda Weekly Planning_Execution Doc_08_02_2023_08_30_2024.docx,,https://drive.google.com/file/d/1uyMcOw_cIFhLsAoYne7Ar9_ItyQt9N5q/view?usp=drivesdk,jsonl,,,,,"actions,checklist,demo",2025-09-29T23:45:17.601085+00:00,2025-09-29T23:45:17.601107+00:00
JTBD-IMSG-PART1-B2,huda-2025,P1,8-10,micro_support,offline,"Offline micro-support (templates, nudges) — Batch 2 window","Short-form templates and nudges producing quick momentum (bookings, artifacts, follow-through).",critical,done,IMSG-RAW,iMessage Part 1 (slice B2),2023-06-30..2024-03-01,Jenny-Huda Private iMessage Texts-Part-1_ImportedDoc.pdf,,https://drive.google.com/file/d/1SsVFYTRJKpSBy61TQ5Ip87aDi1KunHlb/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-29T23:45:20.327151+00:00,2025-09-29T23:45:20.327172+00:00
JTBD-W013-MATH-INTENSIVE,huda-2025,P2,13,weekly_execution,sat_math,SAT Math intensive: diagnose & drill,"Build an error taxonomy from practice, prioritize Algebra/Functions/Data, and schedule focused daily sets with post-mortems.",critical,done,TRANS-RAW,W013 Transcript,2023-10-01,2023-10-01_W013_P2-BUILDING_TRANS-RAW_WeekSatMathIntensiveSession.pdf,,https://drive.google.com/file/d/1S--1Hdo-Ow5YiQnWTncQKhwq2DV3zOha/view?usp=drivesdk,jsonl,,,,,"SAT,math,error-taxonomy,drills",2025-09-30T00:37:27.411128+00:00,2025-09-30T00:37:27.411149+00:00
JTBD-W014-CRISIS-NCWIT,huda-2025,P2,14,weekly_execution,crisis_narrative,Navigate crisis; protect cadence; advance NCWIT essay scene,"Stabilize workload during external crisis, use micro-blocks, and lock a core NCWIT scene rooted in authentic service.",critical,done,TRANS-RAW,W014 Transcript,2023-10-13,2023-10-13_W014_P2-BUILDING_TRANS-RAW_PalestineCrisisAcknowledgmentNcwitEssays.pdf,,https://drive.google.com/file/d/17n0f5yACz7oYB7z2dVFkWZJ8w9vO8jL0/view?usp=drivesdk,jsonl,,,,,"crisis,cadence,NCWIT,essay",2025-09-30T00:37:29.800082+00:00,2025-09-30T00:37:29.800107+00:00
JTBD-W015-SAT-CRISIS,huda-2025,P2,15,weekly_execution,sat_rebaseline,Rebaseline after SAT/PSAT dip; finish NCWIT v3,"Turn a score setback into a diagnostic, re‑anchor morning math blocks, and advance NCWIT to draft v3.",critical,done,TRANS-RAW,W015 Transcript,2023-10-23,2023-10-23_W015_P2-BUILDING_TRANS-RAW_SatScoreCrisisNcwitEssay.pdf,,https://drive.google.com/file/d/1_e9V3BHyhtNHCEIp7PKnAC4x7nyBfhxp/view?usp=drivesdk,jsonl,,,,,"SAT,diagnostic,NCWIT",2025-09-30T00:37:34.101038+00:00,2025-09-30T00:37:34.101057+00:00
JTBD-W016-READING-DEEPDIVE,huda-2025,P2,16,weekly_execution,sat_reading,SAT Reading: evidence-first method & annotation system,"Adopt an ‘evidence ladder’ flow, constrain skimming, and use a tight annotation scheme to reduce vacillation errors.",high,done,TRANS-RAW,W016 Transcript,2023-10-15,2023-10-15_W016_P2-BUILDING_TRANS-RAW_SatReadingStrategyDeepDive.pdf,,https://drive.google.com/file/d/1jLN8ovvbatYWJsctvDU7qyV2sVlUazKz/view?usp=drivesdk,jsonl,,,,,"SAT,reading,evidence,annotation",2025-09-30T00:37:36.438792+00:00,2025-09-30T00:37:36.438812+00:00
JTBD-W017-PSAT-ANALYSIS,huda-2025,P2,17,weekly_execution,psat_xray_math,PSAT score x‑ray; intensify targeted SAT Math drills,"Translate PSAT subscores into drill queues, schedule retest window, and measure with mistake‑log deltas.",critical,done,TRANS-RAW,W017 Transcript,2023-11-06,2023-11-06_W017_P2-BUILDING_TRANS-RAW_PsatScoreAnalysisandintensiveSatMath.pdf,,https://drive.google.com/file/d/1k-WF3x29afM-K-ISw0tPbO9A5aIE-s0p/view?usp=drivesdk,jsonl,,,,,"PSAT,SAT,diagnostic,drills",2025-09-30T00:37:39.008142+00:00,2025-09-30T00:37:39.008164+00:00
JTBD-EXEC-PART1-B3,huda-2025,P2,13-17,execution_register,actions_tracking,Action register & asset checklist updates (B3),"Consolidate owner/due, add reading protocol, and enforce ship‑small demo cadence.",critical,done,EXEC-DOC,Execution Doc Part 1 (slice B3),2023-08-02..2023-11-10,Part1_Jenny _ Huda Weekly Planning_Execution Doc_08_02_2023_08_30_2024.docx,,https://drive.google.com/file/d/1wPPOslzbXKT73XO4If33F0c4-350Ky11/view?usp=drivesdk,jsonl,,,,,"actions,checklist,demo,reading",2025-09-30T00:37:41.523537+00:00,2025-09-30T00:37:41.523564+00:00
JTBD-IMSG-PART1-B3,huda-2025,P2,13-17,micro_support,offline,Offline micro‑support (templates & nudges) — Batch 3,"Deliver quick templates, 24h rebook nudges, and check‑ins tied to demo cadence and reading protocol.",critical,done,IMSG-RAW,iMessage Part 1 (slice B3),2023-10-01..2023-11-10,Jenny-Huda Private iMessage Texts-Part-1_ImportedDoc.pdf,,https://drive.google.com/file/d/1s4P9Z9fNaUSxXr68g7dqW70ydL6HpMMD/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum,reading",2025-09-30T00:37:44.116450+00:00,2025-09-30T00:37:44.116471+00:00
JTBD-W018-RESET,huda-2025,P2,18,weekly_execution,crisis_reset,"Crisis triage, honest assessment, and admissions positioning",Stabilize execution during personal crisis; prune commitments; articulate authentic positioning for admissions fit.,critical,done,TRANS-RAW,W018 Transcript,2023-11-16,2023-11-16_W018_P2-BUILDING_TRANS-RAW_BrutallyHonestAssessmentCrisisandadmissi.pdf,,https://drive.google.com/file/d/1y2M3lSbvSGtxv0k0-3zj4DY73hPmrnUF/view?usp=drivesdk,jsonl,,,,,"crisis,positioning,prioritization",2025-09-30T01:01:44.934400+00:00,2025-09-30T01:01:44.934422+00:00
JTBD-W019-MATH-DEPTH,huda-2025,P2,19,testing,sat_math,SAT Math deep dive and scholarship signal strategy,"Decompose frequent error families, set targeted drills, and align scholarship apps to emerging strengths.",critical,done,TRANS-RAW,W019 Transcript,2023-11-09,2023-11-09_W019_P2-BUILDING_TRANS-RAW_SatMathDeepDiveandscholarshipStrategy.pdf,,https://drive.google.com/file/d/1Fp2Ka7oC4T41htGz9XMPNnm49hSw2Ua-/view?usp=drivesdk,jsonl,,,,,"sat,math,scholarship",2025-09-30T01:01:47.438031+00:00,2025-09-30T01:01:47.438051+00:00
JTBD-W020-BOA-KICKOFF,huda-2025,P2,20,applications,bank_of_america,Bank of America Student Leaders application kickoff,Translate service narrative into BoA prompts; identify impact metrics and two recommenders.,critical,done,TRANS-RAW,W020 Transcript,2023-11-10,2023-11-10_W020_P2-BUILDING_TRANS-RAW_BankAmericaStudentLeadersApp.pdf,,https://drive.google.com/file/d/1rK7u4Dhmz0rX1k8cDcV9HoVykCfO2e7z/view?usp=drivesdk,jsonl,,,,,"BoA,service,metrics",2025-09-30T01:01:50.625516+00:00,2025-09-30T01:01:50.625541+00:00
JTBD-W021-BOA-REFINE,huda-2025,P2,21,applications,bank_of_america,BoA essay refinement + finals week planning,Tighten essay beats; implement finals‑week low‑variance schedule to protect SAT/BoA throughput.,critical,done,TRANS-RAW,W021 Transcript,2023-12-10,2023-12-10_W021_P2-BUILDING_TRANS-RAW_BankAmericaEssayRefinementandfinalsWeek.pdf,,https://drive.google.com/file/d/1bN_l-3NqELD6LyKGYLUyS5eHPNOi-STD/view?usp=drivesdk,jsonl,,,,,"BoA,finals,schedule",2025-09-30T01:01:53.049500+00:00,2025-09-30T01:01:53.049521+00:00
JTBD-W022-BOA-POLISH,huda-2025,P2,22,applications,bank_of_america,BoA polish + academic progress checkpoint,Polish essays to proof‑over‑prose level; capture wins in academics for narrative credibility.,critical,done,TRANS-RAW,W022 Transcript,2023-12-11,2023-12-11_W022_P2-BUILDING_TRANS-RAW_BankAmericaEssayRefinementandacademicVic.pdf,,https://drive.google.com/file/d/1kVOIHiZf1Nx_4H-8F0aYd5kdOFOJ5uyQ/view?usp=drivesdk,jsonl,,,,,"BoA,polish,wins",2025-09-30T01:01:55.486349+00:00,2025-09-30T01:01:55.486369+00:00
JTBD-W023-APUSH-BOA,huda-2025,P2,23,milestones,apush_boa,APUSH perfect score & BoA wrap,Celebrate and capture APUSH perfect; finalize BoA package and submit plan.,critical,done,TRANS-RAW,W023 Transcript,2023-12-17,2023-12-17_W023_P2-BUILDING_TRANS-RAW_ApushPerfectScoreandbankAmericaEssay.pdf,,https://drive.google.com/file/d/1tFdWza_c0Kd5q3LmGFREUFVPFYlAJ252/view?usp=drivesdk,jsonl,,,,,"APUSH,BoA,submission",2025-09-30T01:01:57.876435+00:00,2025-09-30T01:01:57.876457+00:00
JTBD-EXEC-B4,huda-2025,P2,18-23,execution_register,actions_tracking,Action register & asset checklist updates (Batch 4),Consolidate owners/dues; add submission checklists; ensure demo cadence persists.,critical,done,EXEC-DOC,Execution Doc Part 1+2 (slice B4),2023-11-01..2023-12-31,Part1/Part2 Execution Docs,,https://drive.google.com/file/d/1eSmp0NndKCT6Ld2IRJU4WDkTMtSjAeKm/view?usp=drivesdk,jsonl,,,,,"actions,checklist,cadence",2025-09-30T01:02:00.187151+00:00,2025-09-30T01:02:00.187172+00:00
JTBD-IMSG-B4,huda-2025,P2,18-23,micro_support,offline,"Offline micro‑support (templates, nudges) — Batch 4","Templates and rapid nudges for BoA, teacher comms, and SAT momentum.",critical,done,IMSG-RAW,iMessage Part 1+2 (slice B4),2023-11-01..2024-03-01,Jenny-Huda iMessage Parts 1–2,,https://drive.google.com/file/d/101OqDSCZ874G-KzAGLuL4jXtYYqpY9AR/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T01:02:02.598615+00:00,2025-09-30T01:02:02.598640+00:00
JTBD-W024-COLLEGE-STRAT,huda-2025,P2,24,college_strategy,list_and_major,Strategic college & major selection (constraints-first),"Converge a draft list by constraints: financial fit, program signal, distance, cohort diversity; map majors to narrative.",critical,done,TRANS-RAW,W024 Transcript (Part 2),2024-01-06,2024-01-06_W024_P2-BUILDING_TRANS-RAW_StrategicCollegeandmajorSelectionSession-Part2.pdf,,https://drive.google.com/file/d/1beUK7CUHZQ3fJXvi_EtaNOicn3cWrkIo/view?usp=drivesdk,jsonl,,,,,"college-list,major,constraints-first,signal-fit",2025-09-30T01:54:18.629063+00:00,2025-09-30T01:54:18.629087+00:00
JTBD-W0245-COLLEGE-REFINE,huda-2025,P2,24.5,college_strategy,refine_list,Refine list with program-level signals and NPC outcomes,"Run net price calculators (NPC), check program artifacts (labs, studios, student media), and adjust risk mix.",critical,done,TRANS-RAW,W024.5 Transcript,2024-01-07,2024-01-07_W024.5_P2-BUILDING_TRANS-RAW_StrategicCollegeandmajorSelectionSession.pdf,,https://drive.google.com/file/d/1-Tumuub35M9TJajcKgyGB77OuVFJn4Dj/view?usp=drivesdk,jsonl,,,,,"NPC,risk-mix,program-artifacts",2025-09-30T01:54:21.310927+00:00,2025-09-30T01:54:21.310947+00:00
JTBD-W025-BOA-APP,huda-2025,P2,25,applications,boa_student_leaders,Bank of America Student Leaders — application scaffolding,"Draft core prompts, pick impact scenes, align to service-leadership arc; assemble recommenders and timeline.",high,done,TRANS-RAW,W025 Transcript,2024-01-09,2024-01-09_W025_P2-BUILDING_TRANS-RAW_BankAmericaStudentLeadersApp.pdf,,https://drive.google.com/file/d/1MH89vrBDMrCb-1oFkxmp0guix4zwM0Uv/view?usp=drivesdk,jsonl,,,,,"BoA,service,leadership,application",2025-09-30T01:54:23.778814+00:00,2025-09-30T01:54:23.778840+00:00
JTBD-W026-NCWIT-POST-SR,huda-2025,P2,26,strategy,post_award_plan,Post‑NCWIT celebration → senior-year strategy lock,"Convert external win into platform: speaking, mentorship, and project runway; align SAT plan for next window.",high,done,TRANS-RAW,W026 Transcript,2024-01-13,2024-01-13_W026_P2-BUILDING_TRANS-RAW_PostNcwitCelebrationandseniorYearStrateg-correct.pdf,,https://drive.google.com/file/d/1jCSONsAxaGIaZgAhkAd9ZTXSXp29ZQLS/view?usp=drivesdk,jsonl,,,,,"NCWIT,platform,senior-plan",2025-09-30T01:54:26.231731+00:00,2025-09-30T01:54:26.231757+00:00
JTBD-W027-ND-LEADERSHIP,huda-2025,P2,27,applications,notre_dame_leadership,Notre Dame Leadership Seminar — application strategy,Pick seminar track; map personal impact scenes; compile pre-reads and evidence links.,high,done,TRANS-RAW,W027 Transcript,2024-01-16,2024-01-16_W027_P2-BUILDING_TRANS-RAW_NotreDameLeadershipSeminarAppandstrategi.pdf,,https://drive.google.com/file/d/1YtEzwQUPjwhlsDlTsqb_Vpt-vBz6jPKn/view?usp=drivesdk,jsonl,,,,,"NotreDame,seminar,application",2025-09-30T01:54:29.057760+00:00,2025-09-30T01:54:29.057781+00:00
JTBD-W028-ND-FINAL,huda-2025,P2,28,applications,notre_dame_final,Notre Dame Leadership Seminar — final push,"Tighten essays with show-not-tell, link to shipped artifacts, proofread, and submit.",high,done,TRANS-RAW,W028 Transcript,2024-01-20,2024-01-20_W028_P2-BUILDING_TRANS-RAW_NotreDameAppFinalPush.pdf,,https://drive.google.com/file/d/1S7hh2RyiGucMAeaOQn5f1dB6g9RDxHGa/view?usp=drivesdk,jsonl,,,,,"NotreDame,final,submission",2025-09-30T01:54:31.290075+00:00,2025-09-30T01:54:31.290095+00:00
JTBD-W030-FOLKLIFT-PLAT,huda-2025,P2,30,projects,platform_evolution,Folklift platform evolution & multi-application management,Define platform next steps (content system + demo clips) while juggling concurrent apps.,high,done,TRANS-RAW,W030 Transcript,2024-01-30,2024-01-30_W030_P2-BUILDING_TRANS-RAW_FolkliftPlatformEvolutionandmultipleAppM.pdf,,https://drive.google.com/file/d/1Gw-_e50qlAF1HmKwJzKw1RRiGjQUuoqD/view?usp=drivesdk,jsonl,,,,,"platform,multi-app,roadmap",2025-09-30T01:54:33.574709+00:00,2025-09-30T01:54:33.574735+00:00
JTBD-EXEC-PART1-B5,huda-2025,P2,24-30,execution_register,actions_tracking,Action register & checklist refresh (Batch 5 window),"Add owners/dues, demo cadence, and artifact links covering Jan 2024 windows.",critical,done,EXEC-DOC,Execution Doc Part 1 (slice B5),2024-01-06..2024-01-30,Part1_Jenny _ Huda Weekly Planning_Execution Doc_08_02_2023_08_30_2024.docx,,https://drive.google.com/file/d/1xOA--dutAADOyEr5jSNZFo_uBOTis6bp/view?usp=drivesdk,jsonl,,,,,"actions,register,demo-cadence",2025-09-30T01:54:35.939368+00:00,2025-09-30T01:54:35.939394+00:00
JTBD-IMSG-PART1-B5,huda-2025,P2,24-30,micro_support,offline,"Offline micro‑support (templates, nudges) — Batch 5 window","Templates, nudges, micro‑debug to unblock; produce quick momentum (emails, sign-ups, demos).",critical,done,IMSG-RAW,iMessage Part 1 (slice B5),2024-01-06..2024-01-30,Jenny-Huda Private iMessage Texts-Part-1_ImportedDoc.pdf,,https://drive.google.com/file/d/1IkfegmdT1-tV9uUDycQabp9mljHx2RgH/view?usp=drivesdk,jsonl,,,,,"template,nudge,micro-debug",2025-09-30T01:54:38.157653+00:00,2025-09-30T01:54:38.157675+00:00
JTBD-W031-JCAMP-REL,huda-2025,P2,31,summer_programs,relationship_building,Build JCamp application and seed strategic relationships,Craft compelling JCamp app; define mentor pipeline; ship 2 touches/week with proof-of-work links.,critical,done,TRANS-RAW,W031 Transcript,2024-02-28,2024-02-28_W031_P2-BUILDING_TRANS-RAW_JcampAppandstrategicRelationshipBuilding.pdf,,https://drive.google.com/file/d/1gZzdIikxM1HrLPvHpq602X3gS5-IbWC5/view?usp=drivesdk,jsonl,,,,,"JCamp,relationship,proof-not-prose,outreach,journalism",2025-09-30T02:13:16.231125+00:00,2025-09-30T02:13:16.231148+00:00
JTBD-W032-CMU-ESSAY,huda-2025,P2,32,essays,cmu_precollege,Draft CMU Pre-College essays with scene-first evidence,Convert abstract claims into concrete scenes; produce outline → draft1 with tight word budgets.,critical,done,TRANS-RAW,W032 Transcript,2024-02-03,2024-02-03_W032_P2-BUILDING_TRANS-RAW_CmuPreCollegeProgramEssay.pdf,,https://drive.google.com/file/d/14D2uo_ixF0zuEgljLerexRnsrtOuhYsd/view?usp=drivesdk,jsonl,,,,,"CMU,precollege,essays,scene-first,editing",2025-09-30T02:13:18.720632+00:00,2025-09-30T02:13:18.720659+00:00
JTBD-W033-CMU-NCWIT-BAY,huda-2025,P2,33,essays,cmu_refine_ncwit_bay,Refine CMU essays; plan NCWIT Bay submission,Polish CMU draft; identify NCWIT Bay evidence clips; schedule one demo every 10 days.,high,done,TRANS-RAW,W033 Transcript,2024-02-10,2024-02-10_W033_P2-BUILDING_TRANS-RAW_CmuPreCollegeEssaysandncwitBay.pdf,,https://drive.google.com/file/d/1I2i6Tcs4m1k7brkpKwguafPyriAjl9Pf/view?usp=drivesdk,jsonl,,,,,"CMU,NCWIT,refinement,demo-cadence",2025-09-30T02:13:20.986714+00:00,2025-09-30T02:13:20.986748+00:00
JTBD-W034-CMU-FINAL-NLEAD,huda-2025,P2,34,essays,finalization_nlead,Finalize CMU essays; pursue national leadership program,"Last-mile edits (voice, line-level). Identify a leadership program fit and align narrative.",critical,done,TRANS-RAW,W034 Transcript,2024-02-21,2024-02-21_W034_P2-BUILDING_TRANS-RAW_CmuEssaysFinalizationandnationalLeadersh.pdf,,https://drive.google.com/file/d/1__3SLXpRYjHi3Hk03S7MhnXfhKK6UB6B/view?usp=drivesdk,jsonl,,,,,"CMU,final,leadership,voice",2025-09-30T02:13:23.395714+00:00,2025-09-30T02:13:23.395741+00:00
JTBD-W035-INIT-UPDATES,huda-2025,P2,35,initiatives,publicity_finance,Publicity + finance plan for initiatives (NCWIT momentum),Publish 2 wins; draft micro‑budget; identify 3 outreach channels and 1 sponsor prospect.,high,done,TRANS-RAW,W035 Transcript,2024-02-26,2024-02-26_W035_P2-BUILDING_TRANS-RAW_InitiativeUpdatesNcwitPublicityandfinanc.pdf,,https://drive.google.com/file/d/1ieQDit8iECqzs3WbTL6WDHvAOPw8yu9c/view?usp=drivesdk,jsonl,,,,,"publicity,finance,NCWIT,sponsorship",2025-09-30T02:13:25.697569+00:00,2025-09-30T02:13:25.697594+00:00
JTBD-EXEC-PART1-B6,huda-2025,P2,31-35,execution_register,actions_tracking,"Register updates (B6): owners, due dates, demo cadence","Consolidate task register from calls; ensure each task has owner, due, and demo proof.",critical,done,EXEC-DOC,Execution Doc Part 1 (slice B6),2023-08-02..2024-08-30,Part1_Jenny _ Huda Weekly Planning_Execution Doc_08_02_2023_08_30_2024.docx,,https://drive.google.com/file/d/1b2Pz2bwfpKqf0i4w8Yzt-u7ke8n3vnHN/view?usp=drivesdk,jsonl,,,,,"register,owners,due,demo",2025-09-30T02:13:28.067839+00:00,2025-09-30T02:13:28.067860+00:00
JTBD-EXEC-PART2-B6,huda-2025,P2,35+,execution_register,actions_tracking,Register updates (Part 2 spillover),Carry over open tasks into Part 2 doc with refreshed owners/due dates.,high,done,EXEC-DOC,Execution Doc Part 2 (slice B6),2024-07-25..2025-01-02,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1kroIn61wdozJTEggZTpyzVT1cl1CBVso/view?usp=drivesdk,jsonl,,,,,"register,carryover",2025-09-30T02:13:30.361049+00:00,2025-09-30T02:13:30.361072+00:00
JTBD-IMSG-PART1-B6,huda-2025,P2,31-35,micro_support,offline,Offline micro-support templates & nudges (B6),"Deliver short templates (outreach, counselor follow-ups) and tactical nudges that unblock progress.",critical,done,IMSG-RAW,iMessage Part 1 (slice B6),2023-06-30..2024-03-01,Jenny-Huda Private iMessage Texts-Part-1_ImportedDoc.pdf,,https://drive.google.com/file/d/1VsQEBZeMWtGz1Ih1IbA04LMIb5tMZ8w1/view?usp=drivesdk,jsonl,,,,,"template,nudge,followup",2025-09-30T02:13:32.821979+00:00,2025-09-30T02:13:32.822002+00:00
JTBD-IMSG-PART2-B6,huda-2025,P2,35,micro_support,offline,Micro-support during recommendation crisis and program submissions,Provide email templates and escalation paths when recommenders or admins block submissions.,critical,done,IMSG-RAW,iMessage Part 2 (slice B6),2024-03-01..2024-03-10,Jenny-Huda Private iMessage Texts-Part-2_ImportedDoc.pdf,,https://drive.google.com/file/d/1uKXDA346Q7jj0D56JpvED1Enhoe7lsT-/view?usp=drivesdk,jsonl,,,,,"LOR,escalation,email-template",2025-09-30T02:13:35.321091+00:00,2025-09-30T02:13:35.321111+00:00
JTBD-W036-TEACHER-CRISIS,huda-2025,P2,36,weekly_execution,rec_letter_relations,Repair teacher relationship & secure strong LoRs,Diagnose conflict drivers; design apology + repair plan; map proactive value actions to earn credible letters.,critical,done,TRANS-RAW,W036 Transcript,2024-03-02,2024-03-02_W036_P2-BUILDING_TRANS-RAW_TeacherRecommendationCrisisandschoolRela.pdf,,https://drive.google.com/file/d/1gWETI_aDPCvL8FnGCjwog0W4CpOVJKWi/view?usp=drivesdk,jsonl,,,,,"recommendations,relationships,crisis",2025-09-30T02:33:24.073586+00:00,2025-09-30T02:33:24.073611+00:00
JTBD-W037-RELATIONS-REAGAN,huda-2025,P2,37,weekly_execution,recognition_pipeline,Strengthen teacher relations & target Reagan Award,Systematize positive teacher micro‑touches and assemble a competitive Reagan Award package.,high,done,TRANS-RAW,W037 Transcript,2024-03-05,2024-03-05_W037_P2-BUILDING_TRANS-RAW_PostGiftTeacherRelationsandreaganAward.pdf,,https://drive.google.com/file/d/1oFYq3Mz8F41eKcQnsxGR3pkKxui2S_eX/view?usp=drivesdk,jsonl,,,,,"reagan,relationships,recognition",2025-09-30T02:33:26.505161+00:00,2025-09-30T02:33:26.505186+00:00
JTBD-W038-ESSAY-SPRINT,huda-2025,P2,38,weekly_execution,essay_system,Essay sprint: outline → scenes → edit passes,"Stand up a repeatable essay system using scene bank, claim→proof mapping, and timed edit passes.",critical,done,TRANS-RAW,W038 Transcript,2024-03-10,2024-03-10_W038_P2-BUILDING_TRANS-RAW_EssayDevelopmentandappSprint.pdf,,https://drive.google.com/file/d/1qpzW5A56Ol4sq1-5WfNBpfQYZENLgOgN/view?usp=drivesdk,jsonl,,,,,"essays,scenes,system",2025-09-30T02:33:28.786300+00:00,2025-09-30T02:33:28.786322+00:00
JTBD-W039-COMMONAPP-PLANNING,huda-2025,P2,39,weekly_execution,commonapp_system,Common App planning post-KWC,"Translate KWC outcomes into Common App strategy: activity slots, honors mapping, and recommender routing.",high,done,TRANS-RAW,W039 Transcript,2024-03-20,2024-03-20_W039_P2-BUILDING_TRANS-RAW_PostKwkCelebrationandcommonappPlanning.pdf,,https://drive.google.com/file/d/1arfD0KQ7DOXxld36nPks-V9ni-RDgUd-/view?usp=drivesdk,jsonl,,,,,"commonapp,kwc,mapping",2025-09-30T02:33:31.223288+00:00,2025-09-30T02:33:31.223308+00:00
JTBD-W040-SPRINGBREAK-PIPELINE,huda-2025,P3,40,weekly_execution,awards_pipeline,Spring Break pipeline: awards + artifacts,"Set a sprint plan to generate award-ready artifacts, schedule submissions, and line up proof links.",critical,done,TRANS-RAW,W040 Transcript,2024-03-15,2024-03-15_W040_P3-JUNIOR_TRANS-RAW_SpringBreakStrategicPlanningandawardPipe.pdf,,https://drive.google.com/file/d/1TYVK_4sA5nyOdRqqRvLQK3MjVOvqqIdW/view?usp=drivesdk,jsonl,,,,,"pipeline,awards,artifacts",2025-09-30T02:33:33.592567+00:00,2025-09-30T02:33:33.592588+00:00
JTBD-EXEC-PART1-B7,huda-2025,P2,36-40,execution_register,actions_tracking,Action register + recommender matrix + sprint board (B7),"Consolidate actionable items: weekly teacher micro‑touches, Reagan packet tasks, scene-bank quotas, and awards sprint.",critical,done,EXEC-DOC,Execution Doc Part 1 & 2 (slice B7),2023-08-02..2025-01-02,Part1/Part2 Execution Docs,,https://drive.google.com/file/d/1Jf6tdYbBMModyjaLC13c2KolRImmZP-Z/view?usp=drivesdk,jsonl,,,,,"actions,matrix,sprint",2025-09-30T02:33:35.854377+00:00,2025-09-30T02:33:35.854399+00:00
JTBD-IMSG-PART1-3-B7,huda-2025,P2,36-40,micro_support,offline,Offline micro‑support for W036–W040 window (templates & nudges),"Short templates, micro‑nudges, and quick reframes that led to meetings booked and artifacts shipped.",critical,done,IMSG-RAW,iMessage Parts 1–3 (slice B7),2023-06-30..2025-01-02,iMessage Texts Part 1–3,,https://drive.google.com/file/d/1cKDnXGQVL_w5PU7kDp4C2xhNRH9WuZNR/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T02:33:38.233009+00:00,2025-09-30T02:33:38.233033+00:00
JTBD-W041-CAMERON-SYNTHORIA,huda-2025,P3,41,scholarship,cameron_impact,Cameron Impact essay architecture,"Define 2–3 anchors, quant results, and service-through-action arc for Cameron Impact essays.",critical,done,TRANS-RAW,W041 Transcript,2024-04-05,2024-04-05_W041_P3-JUNIOR_TRANS-RAW_CameronImpactEssaysandsynthoriaDistribut.pdf,,https://drive.google.com/file/d/16nYU-QVMohkoXhwQljY3KcuJp3CWM3O7/view?usp=drivesdk,jsonl,,,,,"cameron-impact,essay-structure,service-arc",2025-09-30T03:55:35.575243+00:00,2025-09-30T03:55:35.575265+00:00
JTBD-W042-JCAMP-LEVERAGE,huda-2025,P3,42,programs,jcamp,Leverage JCamp acceptance into narrative & opportunities,"Convert JCamp acceptance into tangible opportunities: mentor touches, bylines, and narrative proof.",critical,done,TRANS-RAW,W042 Transcript,2024-04-11,2024-04-11_W042_P3-JUNIOR_TRANS-RAW_JcampAcceptanceCelebrationandstrategicEx.pdf,,https://drive.google.com/file/d/1WtXX-OV39RxMT97-b3EFvHlvwrWqgNQT/view?usp=drivesdk,jsonl,,,,,"jcamp,leverage,bylines",2025-09-30T03:55:38.188160+00:00,2025-09-30T03:55:38.188181+00:00
JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,P3,43,competitions,breakthrough,Breakthrough Challenge concept + toolkit distribution,Choose a solvable user pain; define prototype scope; publish toolkit for early users.,critical,done,TRANS-RAW,W043 Transcript,2024-04-14,2024-04-14_W043_P3-JUNIOR_TRANS-RAW_BreakthroughChallengeandtoolkitDistribut.pdf,,https://drive.google.com/file/d/1AhYY0licxVKfGho2tvHn4KcgdxXSkBNA/view?usp=drivesdk,jsonl,,,,,"breakthrough,toolkit,prototype",2025-09-30T03:55:41.108349+00:00,2025-09-30T03:55:41.108369+00:00
JTBD-W044-SAT-VICTORY,huda-2025,P3,44,testing,sat_consolidation,SAT victory consolidation + post‑win focus shift,"Record SAT milestone, consolidate learnings, and shift weekly bandwidth to portfolio and essays.",critical,done,TRANS-RAW,W044 Transcript,2024-04-17,2024-04-17_W044_P3-JUNIOR_TRANS-RAW_SatVictoryCelebrationandstrategicConsoli.pdf,,https://drive.google.com/file/d/1JD5MFhfbq3ZbA76ii2ksWqMo5aa3P_L5/view?usp=drivesdk,jsonl,,,,,"sat,victory,focus-shift",2025-09-30T03:55:43.681888+00:00,2025-09-30T03:55:43.681909+00:00
